date,price ($/MWh)
5/3/2021 6:15,36.755423
5/3/2021 6:20,34.29969
5/3/2021 6:25,33.810686
5/3/2021 6:30,36.73297
5/3/2021 6:35,33.270403
5/3/2021 6:40,31.93787
5/3/2021 6:45,31.51119
5/3/2021 6:50,30.33755
5/3/2021 6:55,28.88638
5/3/2021 7:00,33.553116
5/3/2021 7:05,31.79284
5/3/2021 7:10,30.305896
5/3/2021 7:15,29.693043
5/3/2021 7:20,27.248903
5/3/2021 7:25,27.07726
5/3/2021 7:30,26.1312
5/3/2021 7:35,25.57
5/3/2021 7:40,20.98082
5/3/2021 7:45,19.1812
5/3/2021 7:50,18.42
5/3/2021 7:55,17.8788
5/3/2021 8:00,20.116106
5/3/2021 8:05,20.126556
5/3/2021 8:10,19.37208
5/3/2021 8:15,19.1788
5/3/2021 8:20,18.60131
5/3/2021 8:25,17.966003
5/3/2021 8:30,16.93363
5/3/2021 8:35,14.887543
5/3/2021 8:40,14.885163
5/3/2021 8:45,9.92183
5/3/2021 8:50,9.92183
5/3/2021 8:55,14.887543
5/3/2021 9:00,17.672996
5/3/2021 9:05,18.79224
5/3/2021 9:10,19.457073
5/3/2021 9:15,30.462793
5/3/2021 9:20,29.0553
5/3/2021 9:25,30.031176
5/3/2021 9:30,17.09396
5/3/2021 9:35,16.565566
5/3/2021 9:40,11.602606
5/3/2021 9:45,12.766866
5/3/2021 9:50,10.164836
5/3/2021 9:55,9.99926
5/3/2021 10:00,10.22722
5/3/2021 10:05,10.49855
5/3/2021 10:10,10.816446
5/3/2021 10:15,10.824543
5/3/2021 10:20,10.578983
5/3/2021 10:25,10.966196
5/3/2021 10:30,11.27611
5/3/2021 10:35,11.19743
5/3/2021 10:40,11.457576
5/3/2021 10:45,11.457576
5/3/2021 10:50,9.33809
5/3/2021 10:55,9.671923
5/3/2021 11:00,6.68925
5/3/2021 11:05,8.719636
5/3/2021 11:10,9.007216
5/3/2021 11:15,10.083033
5/3/2021 11:20,10.681876
5/3/2021 11:25,10.147926
5/3/2021 11:30,8.935866
5/3/2021 11:35,8.496543
5/3/2021 11:40,10.29873
5/3/2021 11:45,10.491093
5/3/2021 11:50,10.57181
5/3/2021 11:55,10.714573
5/3/2021 12:00,12.03415
5/3/2021 12:05,12.206916
5/3/2021 12:10,12.113813
5/3/2021 12:15,12.17706
5/3/2021 12:20,12.17706
5/3/2021 12:25,11.765163
5/3/2021 12:30,13.322156
5/3/2021 12:35,12.583196
5/3/2021 12:40,12.176236
5/3/2021 12:45,13.589046
5/3/2021 12:50,13.026823
5/3/2021 12:55,11.930513
5/3/2021 13:00,16.32366
5/3/2021 13:05,15.434883
5/3/2021 13:10,15.100296
5/3/2021 13:15,14.596176
5/3/2021 13:20,13.957193
5/3/2021 13:25,15.00349
5/3/2021 13:30,17.68031
5/3/2021 13:35,17.68306
5/3/2021 13:40,15.14236
5/3/2021 13:45,17.73304
5/3/2021 13:50,17.88777
5/3/2021 13:55,18.324903
5/3/2021 14:00,8.591016
5/3/2021 14:05,11.632443
5/3/2021 14:10,13.481096
5/3/2021 14:15,12.88498
5/3/2021 14:20,12.79756
5/3/2021 14:25,13.59982
5/3/2021 14:30,13.143203
5/3/2021 14:35,13.73705
5/3/2021 14:40,12.948023
5/3/2021 14:45,13.82755
5/3/2021 14:50,14.17469
5/3/2021 14:55,17.23599
5/3/2021 15:00,18.274813
5/3/2021 15:05,15.420446
5/3/2021 15:10,12.143143
5/3/2021 15:15,12.908843
5/3/2021 15:20,12.260223
5/3/2021 15:25,11.744756
5/3/2021 15:30,17.951803
5/3/2021 15:35,17.869773
5/3/2021 15:40,18.082806
5/3/2021 15:45,18.092456
5/3/2021 15:50,18.08088
5/3/2021 15:55,17.975903
5/3/2021 16:00,11.02696
5/3/2021 16:05,13.980146
5/3/2021 16:10,12.097006
5/3/2021 16:15,11.725423
5/3/2021 16:20,13.78771
5/3/2021 16:25,15.362103
5/3/2021 16:30,17.76656
5/3/2021 16:35,20.09367
5/3/2021 16:40,20.003986
5/3/2021 16:45,20.835213
5/3/2021 16:50,21.041306
5/3/2021 16:55,21.352303
5/3/2021 17:00,20.19351
5/3/2021 17:05,18.079346
5/3/2021 17:10,14.190543
5/3/2021 17:15,18.762273
5/3/2021 17:20,20.37534
5/3/2021 17:25,21.724783
5/3/2021 17:30,22.62329
5/3/2021 17:35,26.405916
5/3/2021 17:40,29.057986
5/3/2021 17:45,29.244646
5/3/2021 17:50,29.912816
5/3/2021 17:55,28.36056
5/3/2021 18:00,23.168556
5/3/2021 18:05,23.50261
5/3/2021 18:10,25.19113
5/3/2021 18:15,26.609743
5/3/2021 18:20,29.12029
5/3/2021 18:25,31.222486
5/3/2021 18:30,30.382303
5/3/2021 18:35,32.03656
5/3/2021 18:40,39.80952
5/3/2021 18:45,39.675406
5/3/2021 18:50,62.090916
5/3/2021 18:55,64.031296
5/3/2021 19:00,35.56097
5/3/2021 19:05,38.236183
5/3/2021 19:10,39.945396
5/3/2021 19:15,39.979436
5/3/2021 19:20,40.100373
5/3/2021 19:25,40.64328
5/3/2021 19:30,41.621016
5/3/2021 19:35,42.7316
5/3/2021 19:40,44.37218
5/3/2021 19:45,44.04514
5/3/2021 19:50,45.06404
5/3/2021 19:55,43.071156
5/3/2021 20:00,45.826956
5/3/2021 20:05,40.33559
5/3/2021 20:10,39.887183
5/3/2021 20:15,40.016023
5/3/2021 20:20,40.29602
5/3/2021 20:25,40.016023
5/3/2021 20:30,40.065366
5/3/2021 20:35,40.065366
5/3/2021 20:40,38.768733
5/3/2021 20:45,38.510436
5/3/2021 20:50,38.510436
5/3/2021 20:55,39.376806
5/3/2021 21:00,40.122153
5/3/2021 21:05,40.122153
5/3/2021 21:10,39.19902
5/3/2021 21:15,38.604916
5/3/2021 21:20,38.464056
5/3/2021 21:25,37.98402
5/3/2021 21:30,43.296666
5/3/2021 21:35,39.83914
5/3/2021 21:40,39.24152
5/3/2021 21:45,39.2602
5/3/2021 21:50,39.612176
5/3/2021 21:55,39.612176
5/3/2021 22:00,39.72424
5/3/2021 22:05,39.72424
5/3/2021 22:10,39.71556
5/3/2021 22:15,40.261343
5/3/2021 22:20,39.256773
5/3/2021 22:25,38.39072
5/3/2021 22:30,38.985506
5/3/2021 22:35,36.351463
5/3/2021 22:40,36.63975
5/3/2021 22:45,35.37461
5/3/2021 22:50,34.506296
5/3/2021 22:55,35.206356
5/3/2021 23:00,38.456143
5/3/2021 23:05,36.763086
